timestamp,condition,ins_type,strike_price,expiry,price,type,buy_or_sell,status,pnl,balance
19-08-19 9:30,Profit Premimum below 15; bying again,PE,10950,22-08-19,34.35,1,sell,open,-,543.55
19-08-19 14:41,premimum > 40; type2 purchase,CE,11150,22-08-19,27.8,2,sell,open,-,543.55
19-08-19 14:41,premimum > 40; type2 purchase (Hedging),CE,11350,22-08-19,2.95,2,buy,open,-,543.55
19-08-19 14:41,premimum > 40; type2 purchase,CE,11150,22-08-19,27.8,1,sell,open,-,543.55
19-08-19 15:30,weekly closing,PE,10950,22-08-19,36.05,1,sell,closed,-1.7,541.85
19-08-19 15:30,weekly closing,CE,11150,22-08-19,33.7,2,sell,closed,-5.9,535.95
19-08-19 15:30,weekly closing,CE,11350,22-08-19,3.7,2,buy,closed,0.75,536.7
19-08-19 15:30,weekly closing,CE,11150,22-08-19,33.7,1,sell,closed,-5.9,530.8
19-08-19 15:30,weekly reopening,CE,11300,29-08-19,32,1,sell,open,-,530.8
21-08-19 11:51,Profit Premimum below 15,CE,11300,29-08-19,15,1,sell,closed,17,547.8
21-08-19 11:51,Profit Premimum below 15; bying again,CE,11200,29-08-19,31.1,1,sell,open,-,547.8
22-08-19 9:55,Profit Premimum below 15,CE,11200,29-08-19,14.65,1,sell,closed,16.45,564.25
22-08-19 9:55,Profit Premimum below 15; bying again,CE,11100,29-08-19,28.6,1,sell,open,-,564.25
22-08-19 14:05,Profit Premimum below 15,CE,11100,29-08-19,14.95,1,sell,closed,13.65,577.9
22-08-19 14:05,Profit Premimum below 15; bying again,CE,11000,29-08-19,27.5,1,sell,open,-,577.9
23-08-19 9:30,Profit Premimum below 15,CE,11000,29-08-19,12.75,1,sell,closed,14.75,592.65
23-08-19 9:30,Profit Premimum below 15; bying again,CE,10900,29-08-19,25.4,1,sell,open,-,592.65
23-08-19 10:34,premimum > 40; type2 purchase,PE,10550,29-08-19,28,2,sell,open,-,592.65
23-08-19 10:34,premimum > 40; type2 purchase,PE,10550,29-08-19,28,1,sell,open,-,592.65
23-08-19 10:39,RSI < 30 and nifty crossover supertrend,PE,10550,29-08-19,24.25,2,sell,closed,3.75,596.4
